"STATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"US1WABT0016","2020-05-10",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-11",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-12",,,,,"0.03",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-13",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-14",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-15",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-16",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0016","2020-05-17",,,,,"0.02",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0017","2020-02-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-07",,,,,"0.20",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-14",,,,,"0.08",,"0.5",,,,,,,,,,,,,
"US1WABT0017","2020-03-15",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-16",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-03-19",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-20",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-21",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-22",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-26",,,,,"0.05",,,,,,,,,,,,,,,
"US1WABT0017","2020-03-29",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-04-01",,,,,"0.03",,,,,,,,,,,,,,,
"US1WABT0017","2020-04-02",,,,,"0.01",,,,,,,,,,,,,,,
"US1WABT0017","2020-04-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-19",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-04-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-23",,,,,"0.09",,,,,,,,,,,,,,,
"US1WABT0017","2020-04-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-04-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-02",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0017","2020-05-03",,,,,"0.13",,,,,,,,,,,,,,,
"US1WABT0017","2020-05-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-06",,,,,"0.29",,,,,,,,,,,,,,,
"US1WABT0017","2020-05-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-13",,,,,"0.02",,,,,,,,,,,,,,,
"US1WABT0017","2020-05-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0017","2020-05-17",,,,,"0.03",,,,,,,,,,,,,,,
"US1WABT0015","2020-02-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-07",,,,,"0.18",,,,,,,,,,,,,,,
"US1WABT0015","2020-03-08",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-03-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-14",,,,,"0.26",,"1.4","1.4",,,,,,,,,,,,
"US1WABT0015","2020-03-15",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0015","2020-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-25",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-03-26",,,,,"0.05",,,,,,,,,,,,,,,
"US1WABT0015","2020-03-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-03-30",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-03-31",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-04-01",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-04-02",,,,,"0.03",,,,,,,,,,,,,,,
"US1WABT0015","2020-04-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-23",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-04-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-04-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-03",,,,,"0.04",,,,,,,,,,,,,,,
"US1WABT0015","2020-05-06",,,,,"0.19",,,,,,,,,,,,,,,
"US1WABT0015","2020-05-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-13",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-05-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-15",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0015","2020-05-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0015","2020-05-17",,,,,"0.00",,,,,,,,,,,,,,,
"US1WAYK0015","2020-02-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-07",,,,,"0.00",,,,,,,,,,,,,,,
"US1WAYK0015","2020-03-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-15",,,,,"0.04",,,,,,,,,,,,,,,
"US1WAYK0015","2020-03-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-26",,,,,"0.34",,,,,,,,,,,,,,,
"US1WAYK0015","2020-03-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-03-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-04-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-05-15",,,,,"0.70",,,,,,,,,,,,,,,
"US1WAYK0015","2020-05-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WAYK0015","2020-05-17",,,,,"0.06",,,,,,,,,,,,,,,
"US1WACK0021","2020-02-29",,,,,"0.10",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-01",,,,,"0.20",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-02",,,,,"0.02",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-03",,,,,"0.04",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-04",,,,,"0.02",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-06",,,,,"0.03",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-07",,,,,"0.40",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-08",,,,,"0.12",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-14",,,,,"0.82",,"1.3",,,,,,,,,,,,,
"US1WACK0021","2020-03-15",,,,,"0.18",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-03-24",,,,,"0.07",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-25",,,,,"0.31",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-26",,,,,"0.02",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-27",,,,,"0.00",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-28",,,,,"0.31",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-29",,,,,"0.28",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-30",,,,,"0.33",,,,,,,,,,,,,,,
"US1WACK0021","2020-03-31",,,,,"0.27",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-01",,,,,"0.09",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-02",,,,,"0.10",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-03",,,,,"0.21",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-04",,,,,"0.02",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-05",,,,,"0.06",,,,,,,,,,,,,,,
"US1WACK0021","2020-04-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WACK0021","2020-04-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
